ID,Name,Rating,Position,Alt-Pos1,Alt-Pos2,Alt-Pos3,Nation,Club,Card Type,ST,RW,LW,CF,CAM,CM,RM,LM,CDM,CB,LB,LWB,RB,RWB
616,Angela Sosa Martin,82,CAM,CM,,,Spain,Levante UD,gold rare,77.0,81.0,81.0,80.0,82.0,81.0,81.0,81.0,74.0,66.0,71.0,74.0,71.0,74.0
588,Diogo Costa,82,GK,,,,Portugal,FC Porto,gold rare,,,,,,,,,,,,,,
630,Timo Werner,82,ST,CF,,,Germany,RB Leipzig,gold rare,81.0,81.0,81.0,82.0,79.0,71.0,80.0,80.0,56.0,50.0,58.0,61.0,58.0,61.0
610,Fabian Schar,82,CB,,,,Switzerland,Newcastle Utd,gold non-rare,71.0,69.0,69.0,71.0,72.0,77.0,71.0,71.0,81.0,82.0,76.0,76.0,76.0,76.0
600,Paul Pogba,82,CM,CDM,,,France,Juventus,gold rare,79.0,79.0,79.0,80.0,82.0,81.0,79.0,79.0,74.0,70.0,68.0,70.0,68.0,70.0
611,Olivia Schough,82,LW,LM,ST,,Sweden,FC Rosengard,gold non-rare,80.0,82.0,82.0,82.0,81.0,75.0,81.0,81.0,60.0,54.0,60.0,64.0,60.0,64.0
327,Stefan Savic,82,CB,,,,Montenegro,Atletico de Madrid,gold non-rare,54.0,53.0,53.0,54.0,56.0,64.0,56.0,56.0,77.0,82.0,74.0,70.0,74.0,70.0
544,Kenza Dali,82,CM,CAM,,,France,Aston Villa,gold rare,78.0,82.0,82.0,82.0,83.0,82.0,82.0,82.0,76.0,69.0,72.0,75.0,72.0,75.0
609,Amaiur Sarriegi Isasa,82,RW,RM,ST,,Spain,Real Sociedad,gold rare,81.0,82.0,82.0,82.0,81.0,76.0,82.0,82.0,64.0,60.0,66.0,68.0,66.0,68.0
592,Lois Openda,82,ST,CF,,,Belgium,RB Leipzig,gold rare,82.0,80.0,80.0,81.0,78.0,70.0,79.0,79.0,54.0,50.0,55.0,58.0,55.0,58.0
539,Sandy Baltimore,82,RW,RM,LW,,France,Paris SG,gold rare,74.0,82.0,82.0,80.0,83.0,81.0,83.0,83.0,75.0,66.0,73.0,76.0,73.0,76.0
598,Eve Perisset,82,RB,RWB,CB,LB,France,Chelsea,gold rare,62.0,71.0,71.0,67.0,70.0,74.0,73.0,73.0,79.0,76.0,80.0,80.0,80.0,80.0
541,Alana Cook,82,CB,,,,United States,OL Reign,gold non-rare,57.0,55.0,55.0,57.0,59.0,65.0,58.0,58.0,76.0,82.0,73.0,71.0,73.0,71.0
538,Ramona Bachmann,82,LW,LM,ST,,Switzerland,Paris SG,gold non-rare,80.0,82.0,82.0,82.0,82.0,78.0,80.0,80.0,68.0,63.0,65.0,68.0,65.0,68.0
536,Robert Andrich,82,CDM,CM,,,Germany,Leverkusen,gold rare,75.0,73.0,73.0,74.0,74.0,78.0,74.0,74.0,81.0,81.0,77.0,77.0,77.0,77.0
540,Lineth Beerensteyn,82,LW,LM,RW,ST,Holland,Juventus,gold rare,81.0,82.0,82.0,83.0,81.0,75.0,81.0,81.0,66.0,62.0,66.0,68.0,66.0,68.0
124,Guglielmo Vicario,82,GK,,,,Italy,Spurs,gold non-rare,,,,,,,,,,,,,,
579,Dominik Livakovic,82,GK,,,,Croatia,Fenerbahce,gold rare,,,,,,,,,,,,,,
580,Manuel Locatelli,82,CDM,CM,,,Italy,Juventus,gold rare,73.0,75.0,75.0,76.0,78.0,81.0,77.0,77.0,81.0,78.0,78.0,79.0,78.0,79.0
596,Tanja Pawollek,82,CM,CDM,,,Germany,Frankfurt,gold rare,74.0,76.0,76.0,78.0,80.0,82.0,76.0,76.0,82.0,76.0,75.0,76.0,75.0,76.0
593,Nicolas Otamendi,82,CB,,,,Argentina,SL Benfica,gold rare,64.0,60.0,60.0,62.0,63.0,69.0,63.0,63.0,79.0,82.0,76.0,74.0,76.0,74.0
583,Alexis Mac Allister,82,CM,CDM,CAM,,Argentina,Liverpool,gold rare,77.0,80.0,80.0,80.0,82.0,82.0,81.0,81.0,76.0,70.0,74.0,76.0,74.0,76.0
591,Darwin Nunez,82,ST,CF,LW,,Uruguay,Liverpool,gold rare,82.0,79.0,79.0,80.0,78.0,73.0,78.0,78.0,62.0,59.0,61.0,64.0,61.0,64.0
353,Javi Galan,82,LB,LWB,,,Spain,Atletico de Madrid,gold rare,70.0,75.0,75.0,73.0,74.0,76.0,77.0,77.0,79.0,78.0,80.0,81.0,80.0,81.0
608,Ouleymata Sarr,82,LM,ST,LW,,France,Washington Spirit,gold rare,81.0,81.0,81.0,82.0,81.0,76.0,81.0,81.0,63.0,58.0,63.0,65.0,63.0,65.0
620,Taremi,82,ST,CF,,,Iran,FC Porto,gold rare,82.0,81.0,81.0,82.0,81.0,76.0,80.0,80.0,59.0,52.0,57.0,61.0,57.0,61.0
607,Jadon Sancho,82,LW,LM,,,England,Manchester Utd,gold non-rare,72.0,82.0,82.0,80.0,82.0,75.0,81.0,81.0,56.0,42.0,56.0,61.0,56.0,61.0
615,Emily Sonnett,82,CDM,CB,,,United States,OL Reign,gold rare,70.0,72.0,72.0,71.0,72.0,75.0,74.0,74.0,81.0,82.0,81.0,81.0,81.0,81.0
19893,Vangelis Pavlidis,82,ST,CF,,,Greece,AZ,if,83.0,79.0,79.0,81.0,79.0,76.0,78.0,78.0,65.0,62.0,62.0,64.0,62.0,64.0
604,Rocky Rodriguez,82,CM,CDM,CAM,,Costa Rica,Portland Timbers,gold rare,76.0,76.0,76.0,78.0,80.0,82.0,76.0,76.0,82.0,78.0,74.0,75.0,74.0,75.0
602,Alba Redondo Ferrer,82,ST,CF,RW,LW,Spain,Levante UD,gold rare,82.0,80.0,80.0,81.0,80.0,71.0,79.0,79.0,52.0,44.0,52.0,56.0,52.0,56.0
19935,Melvine Malard,82,LW,LM,ST,,France,Manchester Utd,gold non-rare,79.0,82.0,82.0,81.0,81.0,74.0,80.0,80.0,59.0,52.0,58.0,62.0,58.0,62.0
19944,Ana-Maria Crnogorcevic,82,RW,LB,RM,,Switzerland,FC Barcelona,gold rare,82.0,82.0,82.0,82.0,81.0,79.0,81.0,81.0,77.0,77.0,77.0,77.0,77.0,77.0
623,Lucas Torreira,82,CDM,CM,,,Uruguay,Galatasaray,gold rare,73.0,76.0,76.0,76.0,77.0,79.0,77.0,77.0,81.0,78.0,80.0,80.0,80.0,80.0
19765,Scott McTominay,82,CDM,CM,,,Scotland,Manchester Utd,if,78.0,75.0,75.0,77.0,76.0,79.0,76.0,76.0,82.0,83.0,78.0,78.0,78.0,78.0
594,Leila Ouahabi El Ouahabi,82,LB,LWB,,,Spain,Manchester City,gold non-rare,67.0,70.0,70.0,67.0,68.0,72.0,72.0,72.0,78.0,79.0,80.0,80.0,80.0,80.0
621,Gaetane Thiney,82,CAM,ST,,,France,Paris FC,gold non-rare,79.0,80.0,80.0,81.0,82.0,79.0,79.0,79.0,66.0,59.0,62.0,65.0,62.0,65.0
603,Fernando Reges,82,CDM,CB,,,Brazil,Sevilla FC,gold rare,69.0,69.0,69.0,71.0,73.0,77.0,71.0,71.0,81.0,81.0,78.0,77.0,78.0,77.0
581,Sydney Lohmann,82,CAM,RM,,,Germany,FC Bayern Munchen,gold non-rare,79.0,79.0,79.0,81.0,82.0,81.0,79.0,79.0,78.0,74.0,74.0,75.0,74.0,75.0
595,Isi,82,RM,RW,,,Spain,Rayo Vallecano,gold rare,75.0,81.0,81.0,80.0,81.0,76.0,81.0,81.0,61.0,50.0,60.0,64.0,60.0,64.0
585,Melvine Malard,82,LW,LM,ST,,France,OL,gold non-rare,79.0,82.0,82.0,81.0,81.0,74.0,80.0,80.0,59.0,52.0,58.0,62.0,58.0,62.0
617,Hina Sugita,82,RW,RM,,,Japan,Portland Timbers,gold rare,78.0,82.0,82.0,82.0,83.0,83.0,82.0,82.0,78.0,72.0,77.0,78.0,77.0,78.0
605,Maria Isabel Rodriguez Rivero,82,GK,,,,Spain,Real Madrid,gold rare,,,,,,,,,,,,,,
606,Ashley Sanchez,82,CAM,ST,,,United States,Washington Spirit,gold rare,80.0,81.0,81.0,81.0,82.0,76.0,80.0,80.0,59.0,51.0,58.0,61.0,58.0,61.0
19933,Tanja Pawollek,82,CM,CDM,,,Poland,Frankfurt,gold rare,74.0,76.0,76.0,78.0,80.0,82.0,76.0,76.0,82.0,76.0,75.0,76.0,75.0,76.0
599,Carson Pickett,82,LB,LWB,,,United States,Rac. Louisville,gold rare,67.0,71.0,71.0,69.0,70.0,73.0,74.0,74.0,77.0,77.0,80.0,80.0,80.0,80.0
19892,Douglas Luiz,82,CDM,CM,,,Brazil,Aston Villa,if,75.0,79.0,79.0,78.0,80.0,83.0,80.0,80.0,82.0,78.0,79.0,80.0,79.0,80.0
619,Dusan Tadic,82,LW,LM,CF,RW,Serbia,Fenerbahce,gold non-rare,79.0,81.0,81.0,81.0,82.0,79.0,82.0,82.0,65.0,55.0,60.0,65.0,60.0,65.0
629,Emily van Egmond,82,CDM,CM,,,Australia,San Diego Wave,gold non-rare,69.0,70.0,70.0,70.0,72.0,77.0,73.0,73.0,81.0,80.0,78.0,79.0,78.0,79.0
627,Dayot Upamecano,82,CB,,,,France,FC Bayern Munchen,gold rare,64.0,65.0,65.0,65.0,66.0,70.0,67.0,67.0,78.0,82.0,76.0,74.0,76.0,74.0
626,Enes Unal,82,ST,CF,,,Turkey,Getafe CF,gold rare,82.0,78.0,78.0,80.0,78.0,72.0,76.0,76.0,59.0,56.0,57.0,59.0,57.0,59.0
625,Viktor Tsygankov,82,RM,CM,CAM,RW,Ukraine,Girona FC,gold rare,75.0,81.0,81.0,80.0,81.0,76.0,81.0,81.0,63.0,53.0,62.0,66.0,62.0,66.0
624,Ferran Torres,82,LW,LM,RW,ST,Spain,FC Barcelona,gold rare,80.0,82.0,82.0,82.0,82.0,75.0,81.0,81.0,58.0,50.0,57.0,61.0,57.0,61.0
590,Joao Mario,82,RM,CM,LM,RW,Portugal,SL Benfica,gold rare,77.0,81.0,81.0,81.0,82.0,81.0,81.0,81.0,77.0,70.0,74.0,77.0,74.0,77.0
597,Pedro Goncalves,82,LW,CM,LM,RW,Portugal,Sporting CP,gold rare,77.0,82.0,82.0,82.0,83.0,81.0,82.0,82.0,72.0,61.0,69.0,73.0,69.0,73.0
352,Nahuel Molina,82,RB,RWB,RM,,Argentina,Atletico de Madrid,gold rare,73.0,78.0,78.0,77.0,77.0,77.0,79.0,79.0,78.0,76.0,80.0,81.0,80.0,81.0
586,Inigo Martinez,82,CB,,,,Spain,FC Barcelona,gold rare,65.0,62.0,62.0,63.0,64.0,70.0,63.0,63.0,79.0,82.0,76.0,74.0,76.0,74.0
618,Dominik Szoboszlai,82,CAM,,,,Hungary,Liverpool,gold rare,79.0,82.0,82.0,82.0,82.0,77.0,82.0,82.0,59.0,47.0,57.0,62.0,57.0,62.0
547,Vanessa DiBernardo,82,CM,CDM,,,United States,KC Current,gold rare,76.0,80.0,80.0,81.0,82.0,82.0,80.0,80.0,75.0,67.0,70.0,72.0,70.0,72.0
535,Manuel Akanji,82,CB,,,,Switzerland,Manchester City,gold rare,63.0,65.0,65.0,65.0,67.0,72.0,68.0,68.0,80.0,82.0,78.0,77.0,78.0,77.0
601,Ivan Provedel,82,GK,,,,Italy,Latium,gold rare,,,,,,,,,,,,,,
569,Kai Havertz,82,CAM,RW,ST,,Germany,Arsenal,gold rare,81.0,81.0,81.0,82.0,82.0,78.0,81.0,81.0,63.0,56.0,62.0,65.0,62.0,65.0
567,Chantal Hagel,82,CM,LM,,,Germany,VfL Wolfsburg,gold rare,77.0,77.0,77.0,79.0,80.0,82.0,78.0,78.0,78.0,74.0,73.0,75.0,73.0,75.0
558,Gabriela Garcia,82,CDM,CM,,,Venezuela,Atletico de Madrid,gold rare,82.0,80.0,80.0,81.0,81.0,82.0,80.0,80.0,81.0,81.0,79.0,79.0,79.0,79.0
551,Youssef En-Nesyri,82,ST,CF,,,Morocco,Sevilla FC,gold rare,82.0,76.0,76.0,79.0,76.0,69.0,75.0,75.0,57.0,53.0,55.0,58.0,55.0,58.0
566,Josko Gvardiol,82,CB,LB,,,Croatia,Manchester City,gold rare,67.0,68.0,68.0,69.0,69.0,73.0,71.0,71.0,79.0,82.0,79.0,77.0,79.0,77.0
552,Jun Endo,82,LM,LW,,,Japan,Angel City FC,gold rare,77.0,81.0,81.0,80.0,80.0,76.0,81.0,81.0,63.0,54.0,64.0,68.0,64.0,68.0
549,Damaris Berta Egurrola Wienke,82,CDM,CM,,,Holland,OL,gold non-rare,71.0,73.0,73.0,73.0,75.0,80.0,75.0,75.0,81.0,79.0,77.0,77.0,77.0,77.0
554,Bethany England,82,ST,CF,,,England,Spurs,gold non-rare,82.0,76.0,76.0,79.0,76.0,70.0,74.0,74.0,56.0,53.0,55.0,57.0,55.0,57.0
582,Frida Maanum,82,CM,CDM,CAM,,Norway,Arsenal,gold rare,77.0,79.0,79.0,80.0,81.0,82.0,79.0,79.0,77.0,71.0,75.0,77.0,75.0,77.0
622,Youri Tielemans,82,CM,CDM,,,Belgium,Aston Villa,gold non-rare,75.0,76.0,76.0,78.0,80.0,82.0,77.0,77.0,77.0,69.0,72.0,74.0,72.0,74.0
575,Ali Krieger,82,CB,,,,United States,NJ,gold rare,63.0,65.0,65.0,63.0,63.0,67.0,67.0,67.0,77.0,82.0,80.0,79.0,80.0,79.0
20359,Rafaelle,82,CB,,,,Brazil,Orlando Pride,gold,59.0,61.0,61.0,59.0,62.0,68.0,65.0,65.0,79.0,82.0,78.0,76.0,78.0,76.0
326,Angel Correa,82,ST,RM,CF,,Argentina,Atletico de Madrid,gold rare,82.0,84.0,84.0,84.0,84.0,78.0,83.0,83.0,66.0,61.0,66.0,69.0,66.0,69.0
584,Hailie Mace,82,LB,LWB,LM,,United States,KC Current,gold rare,68.0,71.0,71.0,70.0,71.0,74.0,73.0,73.0,78.0,78.0,80.0,79.0,80.0,79.0
640,Yeray,81,CB,,,,Spain,Athletic Club,gold non-rare,61.0,60.0,60.0,61.0,63.0,70.0,64.0,64.0,79.0,81.0,76.0,74.0,76.0,74.0
710,Mayumi Pacheco,81,LB,LWB,,,England,Aston Villa,gold rare,66.0,72.0,72.0,69.0,71.0,74.0,75.0,75.0,78.0,77.0,79.0,80.0,79.0,80.0
703,Arkadiusz Milik,81,ST,CF,,,Poland,Juventus,gold non-rare,80.0,75.0,75.0,79.0,77.0,72.0,74.0,74.0,58.0,55.0,54.0,57.0,54.0,57.0
720,Maria Sanchez,81,LW,LM,RW,,Mexico,Houston Dash,gold non-rare,75.0,81.0,81.0,79.0,80.0,75.0,80.0,80.0,62.0,53.0,63.0,67.0,63.0,67.0
723,Xaver Schlager,81,CDM,CM,,,Austria,RB Leipzig,gold rare,72.0,75.0,75.0,76.0,77.0,79.0,76.0,76.0,80.0,75.0,75.0,76.0,75.0,76.0
712,Felipe Anderson,81,RW,RM,ST,,Brazil,Latium,gold rare,79.0,81.0,81.0,81.0,81.0,79.0,81.0,81.0,72.0,67.0,72.0,74.0,72.0,74.0
639,Edson Alvarez,81,CDM,CB,,,Mexico,West Ham,gold rare,68.0,66.0,66.0,67.0,67.0,72.0,70.0,70.0,80.0,82.0,78.0,77.0,78.0,77.0
634,Nathan Ake,81,CB,LB,,,Holland,Manchester City,gold rare,66.0,69.0,69.0,68.0,70.0,73.0,71.0,71.0,79.0,81.0,78.0,77.0,78.0,77.0
646,Stina Blackstenius,81,ST,CF,,,Sweden,Arsenal,gold rare,81.0,77.0,77.0,80.0,76.0,67.0,75.0,75.0,54.0,52.0,55.0,58.0,55.0,58.0
655,Danielle Colaprico,81,CM,CDM,,,United States,San Diego Wave,gold rare,76.0,79.0,79.0,79.0,81.0,81.0,79.0,79.0,79.0,73.0,76.0,77.0,76.0,77.0
668,Abby Erceg,81,CB,,,,New Zealand,Rac. Louisville,gold non-rare,56.0,56.0,56.0,57.0,59.0,65.0,59.0,59.0,75.0,81.0,72.0,70.0,72.0,70.0
648,Davide Calabria,81,RB,RWB,,,Italy,Milan,gold rare,65.0,71.0,71.0,68.0,70.0,72.0,72.0,72.0,77.0,77.0,79.0,79.0,79.0,79.0
653,Sebastian Coates,81,CB,,,,Uruguay,Sporting CP,gold rare,62.0,58.0,58.0,61.0,62.0,68.0,61.0,61.0,77.0,81.0,72.0,70.0,72.0,70.0
674,Alejandro Gomez,81,LW,LM,CAM,,Argentina,Sevilla FC,gold rare,73.0,80.0,80.0,78.0,80.0,75.0,80.0,80.0,60.0,47.0,59.0,63.0,59.0,63.0
422,Manuel Ugarte,81,CDM,CM,,,Uruguay,Paris SG,gold rare,69.0,73.0,73.0,73.0,75.0,78.0,75.0,75.0,80.0,76.0,76.0,77.0,76.0,77.0
19767,Davinson Sanchez,81,CB,,,,Colombia,Galatasaray,if,65.0,62.0,62.0,64.0,64.0,68.0,64.0,64.0,78.0,82.0,76.0,74.0,76.0,74.0
263,Malcom Filipe Silva de Oliveira,81,RM,RW,,,Brazil,Al Hilal,gold rare,77.0,81.0,81.0,80.0,81.0,74.0,80.0,80.0,55.0,44.0,54.0,58.0,54.0,58.0
19683,Lea Karolina Vilhjalmsdottir,81,RW,RM,,,Iceland,Leverkusen,if,77.0,81.0,81.0,81.0,81.0,79.0,82.0,82.0,70.0,63.0,70.0,72.0,70.0,72.0
434,Gaetan Laborde,81,ST,CF,,,France,OGC Nice,gold non-rare,81.0,79.0,79.0,80.0,79.0,75.0,78.0,78.0,61.0,55.0,58.0,61.0,58.0,61.0
735,Duvan Zapata,81,ST,CF,,,Colombia,Bergamo Calcio,gold rare,81.0,75.0,75.0,78.0,75.0,68.0,73.0,73.0,55.0,53.0,51.0,54.0,51.0,54.0
715,Ivan Rakitic,81,CM,CDM,,,Croatia,Sevilla FC,gold non-rare,75.0,76.0,76.0,77.0,79.0,81.0,77.0,77.0,78.0,73.0,74.0,75.0,74.0,75.0
714,Midge Purce,81,RW,RM,LW,,United States,NJ,gold rare,77.0,81.0,81.0,79.0,79.0,74.0,80.0,80.0,62.0,54.0,63.0,66.0,63.0,66.0
734,Wilfried Zaha,81,LW,LM,CF,,Cote d,Galatasaray,gold rare,77.0,81.0,81.0,80.0,79.0,72.0,80.0,80.0,60.0,52.0,59.0,63.0,59.0,63.0
713,Matteo Politano,81,RW,RM,,,Italy,Napoli FC,gold rare,73.0,81.0,81.0,79.0,80.0,75.0,80.0,80.0,61.0,49.0,60.0,64.0,60.0,64.0
692,Alisha Lehmann,81,RW,RM,,,Switzerland,Aston Villa,gold non-rare,74.0,81.0,81.0,80.0,79.0,75.0,80.0,80.0,67.0,61.0,69.0,72.0,69.0,72.0
731,Leandro Trossard,81,CF,ST,LW,,Belgium,Arsenal,gold rare,78.0,81.0,81.0,81.0,81.0,74.0,80.0,80.0,55.0,44.0,54.0,58.0,54.0,58.0
730,Edmond Tapsoba,81,CB,,,,Burkina Faso,Leverkusen,gold rare,65.0,63.0,63.0,65.0,66.0,71.0,66.0,66.0,79.0,81.0,75.0,73.0,75.0,73.0
694,Sydney Leroux,81,ST,CAM,CF,,United States,Angel City FC,gold rare,81.0,79.0,79.0,80.0,79.0,76.0,78.0,78.0,63.0,57.0,61.0,64.0,61.0,64.0
706,Muniain,81,CAM,LM,,,Spain,Athletic Club,gold rare,73.0,81.0,81.0,80.0,81.0,78.0,81.0,81.0,66.0,56.0,64.0,68.0,64.0,68.0
716,Amir Rrahmani,81,CB,,,,Kosovo,Napoli FC,gold non-rare,61.0,59.0,59.0,60.0,60.0,66.0,61.0,61.0,75.0,81.0,74.0,72.0,74.0,72.0
290,Steven Berghuis,81,CAM,CM,RW,,Holland,Ajax,gold rare,77.0,81.0,81.0,80.0,81.0,77.0,81.0,81.0,63.0,51.0,59.0,64.0,59.0,64.0
437,Nemanja Matic,81,CDM,CM,,,Serbia,Stade Rennais FC,gold non-rare,70.0,68.0,68.0,71.0,73.0,78.0,71.0,71.0,80.0,78.0,72.0,74.0,72.0,74.0
438,Brice Samba,81,GK,,,,France,RC Lens,gold non-rare,,,,,,,,,,,,,,
733,Inaki Williams,81,RM,RW,ST,,Ghana,Athletic Club,gold rare,81.0,80.0,80.0,81.0,78.0,72.0,80.0,80.0,60.0,58.0,62.0,65.0,62.0,65.0
260,Anderson Talisca,81,CF,CAM,ST,,Brazil,Al Nassr,gold rare,81.0,80.0,80.0,81.0,80.0,76.0,79.0,79.0,66.0,62.0,64.0,66.0,64.0,66.0
732,Odisseas Vlachodimos,81,GK,,,,Greece,SL Benfica,gold rare,,,,,,,,,,,,,,
265,Allan Saint-Maximin,81,LM,LW,,,France,Al Ahli,gold rare,76.0,81.0,81.0,80.0,80.0,72.0,80.0,80.0,54.0,44.0,54.0,59.0,54.0,59.0
661,Rui Silva,81,GK,,,,Portugal,Real Betis,gold non-rare,,,,,,,,,,,,,,
291,Geronimo Rulli,81,GK,,,,Argentina,Ajax,gold non-rare,,,,,,,,,,,,,,
657,Bryan Cristante,81,CDM,CM,,,Italy,Roma FC,gold non-rare,74.0,73.0,73.0,75.0,76.0,80.0,75.0,75.0,80.0,78.0,75.0,75.0,75.0,75.0
125,Dejan Kulusevski,81,RW,RM,,,Sweden,Spurs,gold non-rare,76.0,81.0,81.0,80.0,81.0,79.0,81.0,81.0,70.0,63.0,69.0,72.0,69.0,72.0
429,Martin Terrier,81,LM,ST,LW,,France,Stade Rennais FC,gold rare,81.0,80.0,80.0,81.0,80.0,73.0,79.0,79.0,58.0,51.0,57.0,61.0,57.0,61.0
691,Maya Le Tissier,81,CB,RB,,,England,Manchester Utd,gold rare,69.0,70.0,70.0,69.0,70.0,74.0,73.0,73.0,81.0,81.0,81.0,81.0,81.0,81.0
90,Ben Chilwell,81,LB,LWB,,,England,Chelsea,gold non-rare,72.0,75.0,75.0,75.0,75.0,77.0,78.0,78.0,78.0,76.0,79.0,79.0,79.0,79.0
94,Lewis Dunk,81,CB,,,,England,Brighton,gold non-rare,60.0,57.0,57.0,61.0,64.0,72.0,60.0,60.0,80.0,81.0,71.0,70.0,71.0,70.0
678,Rachel Hill,81,RM,RW,,,United States,San Diego Wave,gold non-rare,76.0,80.0,80.0,79.0,81.0,77.0,80.0,80.0,65.0,56.0,64.0,67.0,64.0,67.0
123,Giovani Lo Celso,81,CAM,ST,,,Argentina,Spurs,gold rare,76.0,80.0,80.0,80.0,81.0,81.0,80.0,80.0,77.0,71.0,73.0,75.0,73.0,75.0
676,Esther Gonzalez Rodriguez,81,ST,CF,,,Spain,NJ,gold non-rare,81.0,78.0,78.0,81.0,79.0,71.0,77.0,77.0,55.0,49.0,53.0,56.0,53.0,56.0
351,Reinildo,81,LB,CB,LWB,,Mozambique,Atletico de Madrid,gold rare,70.0,73.0,73.0,71.0,71.0,72.0,74.0,74.0,76.0,79.0,79.0,79.0,79.0,79.0
663,Fred,81,CM,CDM,,,Brazil,Fenerbahce,gold rare,73.0,78.0,78.0,78.0,79.0,81.0,79.0,79.0,80.0,74.0,79.0,80.0,79.0,80.0
659,Geyse da Silva Ferreira,81,ST,CF,RW,,Brazil,Manchester Utd,gold rare,81.0,82.0,82.0,82.0,81.0,74.0,81.0,81.0,60.0,54.0,59.0,62.0,59.0,62.0
660,Arnaut Danjuma,81,ST,LM,CF,,Holland,Everton,gold rare,81.0,82.0,82.0,82.0,81.0,74.0,80.0,80.0,61.0,57.0,63.0,65.0,63.0,65.0
647,Jule Brand,81,LW,LM,ST,,Germany,VfL Wolfsburg,gold rare,78.0,81.0,81.0,80.0,79.0,75.0,80.0,80.0,67.0,63.0,69.0,70.0,69.0,70.0
665,Rui Patricio,81,GK,,,,Portugal,Roma FC,gold non-rare,,,,,,,,,,,,,,
20340,Alexis Sanchez,81,ST,CF,,,Chile,Inter,gold,81.0,82.0,82.0,82.0,82.0,77.0,80.0,80.0,64.0,58.0,62.0,65.0,62.0,65.0
693,Bernd Leno,81,GK,,,,Germany,Fulham,gold rare,,,,,,,,,,,,,,
430,Benjamin Bourigeaud,81,CM,RM,RW,,France,Stade Rennais FC,gold rare,77.0,80.0,80.0,79.0,80.0,81.0,81.0,81.0,76.0,70.0,73.0,76.0,73.0,76.0
718,Cecilia Salvai,81,CB,,,,Italy,Juventus,gold rare,63.0,64.0,64.0,63.0,65.0,71.0,67.0,67.0,79.0,81.0,78.0,76.0,78.0,76.0
707,Jordan Nobbs,81,CM,LW,,,England,Aston Villa,gold rare,75.0,81.0,81.0,80.0,82.0,81.0,81.0,81.0,74.0,66.0,72.0,74.0,72.0,74.0
664,Athenea del Castillo,81,RW,RM,LW,,Spain,Real Madrid,gold non-rare,79.0,81.0,81.0,81.0,80.0,72.0,80.0,80.0,52.0,43.0,52.0,56.0,52.0,56.0
367,Janina Minge,81,CM,,,,Germany,SC Freiburg,gold rare,79.0,79.0,79.0,80.0,80.0,81.0,79.0,79.0,76.0,71.0,72.0,74.0,72.0,74.0
431,Jonathan David,81,ST,CF,,,Canada,LOSC Lille,gold rare,81.0,79.0,79.0,80.0,78.0,73.0,78.0,78.0,57.0,50.0,55.0,59.0,55.0,59.0
427,Jonathan Clauss,81,RWB,RB,RM,,France,OM,gold rare,73.0,78.0,78.0,76.0,76.0,75.0,78.0,78.0,73.0,70.0,76.0,78.0,76.0,78.0
649,Maria Francesca Caldentey Oliver,81,LW,LM,CAM,,Spain,FC Barcelona,gold rare,77.0,81.0,81.0,80.0,81.0,78.0,81.0,81.0,69.0,63.0,69.0,71.0,69.0,71.0
644,Lauren Barnes,81,LB,LWB,,,United States,OL Reign,gold rare,63.0,69.0,69.0,66.0,68.0,70.0,71.0,71.0,76.0,78.0,79.0,79.0,79.0,79.0
682,Synne Jensen,81,ST,CF,,,Norway,Real Sociedad,gold rare,81.0,80.0,80.0,80.0,79.0,72.0,78.0,78.0,55.0,48.0,53.0,57.0,53.0,57.0
673,Beto,81,ST,CF,,,Portugal,Everton,gold rare,81.0,74.0,74.0,77.0,73.0,66.0,72.0,72.0,51.0,47.0,49.0,51.0,49.0,51.0
719,Oihan Sancet Tirapu,81,CAM,CM,ST,,Spain,Athletic Club,gold rare,78.0,79.0,79.0,80.0,81.0,80.0,79.0,79.0,72.0,67.0,70.0,72.0,70.0,72.0
256,Kepa Arrizabalaga,81,GK,,,,Spain,Real Madrid,gold non-rare,,,,,,,,,,,,,,
19769,Manuel Riemann,81,GK,,,,Germany,VfL Bochum,if,,,,,,,,,,,,,,
667,Melchie Dumornay,81,ST,CAM,CF,,Haiti,OL,gold rare,81.0,83.0,83.0,83.0,82.0,78.0,81.0,81.0,69.0,64.0,70.0,71.0,70.0,71.0
651,Etienne Capoue,81,CM,CDM,,,France,Villarreal CF,gold non-rare,75.0,74.0,74.0,76.0,77.0,81.0,75.0,75.0,81.0,78.0,75.0,76.0,75.0,76.0
666,Denzel Dumfries,81,RWB,RB,RM,,Holland,Inter,gold rare,74.0,74.0,74.0,73.0,72.0,73.0,75.0,75.0,78.0,80.0,80.0,79.0,80.0,79.0
120,Pedro Porro,81,RB,RWB,,,Spain,Spurs,gold rare,76.0,79.0,79.0,78.0,78.0,78.0,80.0,80.0,77.0,75.0,79.0,79.0,79.0,79.0
717,Fabian Ruiz Pena,81,CM,CDM,,,Spain,Paris SG,gold non-rare,75.0,76.0,76.0,78.0,79.0,81.0,77.0,77.0,78.0,73.0,74.0,76.0,74.0,76.0
635,Ali Musrati,81,CDM,CM,,,Libya,SC Braga,gold rare,72.0,70.0,70.0,72.0,73.0,77.0,72.0,72.0,80.0,80.0,76.0,75.0,76.0,75.0
636,Raul Albiol,81,CB,,,,Spain,Villarreal CF,gold non-rare,54.0,53.0,53.0,56.0,59.0,66.0,54.0,54.0,77.0,81.0,69.0,66.0,69.0,66.0
