ID,Name,Rating,Position,Alt-Pos1,Alt-Pos2,Alt-Pos3,Nation,Club,Card Type,ST,RW,LW,CF,CAM,CM,RM,LM,CDM,CB,LB,LWB,RB,RWB
5076,Antonino Gallo,71,LB,LWB,,,Italy,Lecce,silver non-rare,61,67,67,65,66,66,69,69,67,64,69,71,69,71
5077,Santiago Garcia,71,CB,LB,,,Argentina,Alianza Lima,libertadores_b,60,59,59,59,59,61,61,61,67,71,67,66,67,66
5078,Juan Manuel Garcia,71,ST,CF,,,Argentina,Huracan,sudamericana,71,67,67,68,66,60,66,66,52,52,51,53,51,53
5079,Sonia Garcia Majarin,71,CDM,CB,,,Spain,Atletico de Madrid,silver rare,61,62,62,62,63,65,62,62,70,72,69,67,69,67
5080,Nicolas Gavory,71,LB,CB,LWB,,France,Dusseldorf,silver non-rare,65,67,67,67,68,69,68,68,69,68,69,69,69,69
5081,Joe Gelhardt,71,ST,CF,,,England,Leeds United,silver rare,71,70,70,72,71,64,69,69,50,44,47,50,47,50
5082,Agustin Giay,71,RWB,RB,RM,CM,Argentina,San Lorenzo,sudamericana,64,67,67,67,67,67,68,68,68,67,69,69,69,69
5083,Maryne Gignoux,71,GK,,,,France,AS Saint Etienne,silver rare,,,,,,,,,,,,,,
5084,Daniel Giraldo,71,CDM,CM,,,Colombia,Millonarios,sudamericana,58,62,62,61,64,67,64,64,70,69,68,68,68,68
5085,Anibal Godoy,71,CDM,CM,,,Panama,Nashville SC,silver non-rare,59,59,59,61,64,68,61,61,70,66,61,62,61,62
5086,Thomas Goiginger,71,RM,LM,CF,RW,Austria,LASK,silver non-rare,68,70,70,70,70,65,70,70,53,46,53,57,53,57
5087,Edoardo Goldaniga,71,CB,,,,Italy,Cagliari,silver non-rare,48,47,47,46,48,54,49,49,65,71,64,62,64,62
5088,Alfred Gomis,71,GK,,,,Senegal,Stade Rennais FC,silver rare,,,,,,,,,,,,,,
5089,Pedro Jorge Goncalves Malheiro,71,RB,RWB,,,Portugal,Boavista FC,silver non-rare,63,67,67,65,65,64,67,67,65,64,69,70,69,70
5090,Jerome Gondorf,71,CM,CDM,,,Germany,Karlsruher SC,silver non-rare,65,67,67,67,68,71,68,68,71,69,70,71,70,71
5091,Luciano Gondou,71,ST,CF,,,Argentina,Argentinos Jrs.,libertadores_b,71,67,67,69,68,64,66,66,53,50,49,51,49,51
5092,Luis Gonzalez,71,LM,CAM,LW,,Venezuela,Junior,sudamericana,68,71,71,70,70,64,70,70,53,47,55,57,55,57
5093,Giovanni Gonzalez,71,RWB,RB,CB,,Uruguay,RCD Mallorca,silver non-rare,56,59,59,57,57,61,62,62,66,66,69,69,69,69
5094,Enrique Gonzalez Casin,71,LM,RM,ST,LW,Spain,SD Eibar,silver non-rare,71,71,71,71,70,66,70,70,56,53,56,58,56,58
5095,Gabriel Graciani,71,RM,RW,,,Argentina,Instituto,silver rare,69,70,70,70,70,68,70,70,62,57,58,61,58,61
5096,Jose Gragera Amado,71,CDM,CB,CM,,Spain,RCD Espanyol,silver rare,59,62,62,61,64,67,63,63,70,71,68,68,68,68
5097,Karlan Grant,71,ST,LM,CF,,England,Cardiff City,silver rare,71,72,72,72,70,62,71,71,49,45,53,56,53,56
5098,Jacob Greaves,71,CB,LB,,,England,Hull City,silver non-rare,55,57,57,57,58,62,61,61,69,71,69,68,69,68
5099,Dominik Greif,71,GK,,,,Slovakia,RCD Mallorca,silver rare,,,,,,,,,,,,,,
5100,Albert Gronbaek,71,CAM,CM,,,Denmark,FK Bodo,silver rare,68,71,71,70,71,69,71,71,67,64,67,68,67,68
5101,Ilia Gruev,71,CDM,CM,,,Bulgaria,SV Werder Bremen,silver non-rare,60,64,64,64,66,68,66,66,70,67,68,69,68,69
5102,Robert Gumny,71,RB,RWB,CB,RM,Poland,FC Augsburg,silver non-rare,58,64,64,61,63,64,65,65,66,66,69,70,69,70
5103,Felipe Gutierrez,71,CM,CAM,,,Chile,Sporting KC,silver non-rare,67,71,71,70,71,71,70,70,67,61,64,66,64,66
5104,Raul Guti,71,CM,CDM,,,Spain,Elche CF,silver non-rare,68,67,67,69,69,71,69,69,71,68,68,69,68,69
5105,Luisa Guttenberger,71,CB,,,,Germany,1. FC Nurnberg,silver non-rare,53,53,53,53,54,58,54,54,68,71,67,66,67,66
5106,Nicolas Haas,71,CM,CDM,,,Switzerland,Empoli,silver rare,66,70,70,69,71,71,71,71,69,65,68,69,68,69
5107,Dennis Hadzikadunic,71,CB,,,,Bosnia and Herzegovina,Hamburger SV,silver non-rare,48,47,47,47,48,54,50,50,66,71,65,62,65,62
5108,Nikita Haikin,71,GK,,,,Russia,FK Bodo,silver non-rare,,,,,,,,,,,,,,
5109,Craig Halkett,71,CB,,,,Scotland,Hearts,silver non-rare,60,57,57,58,58,62,59,59,68,71,65,64,65,64
5110,Kook Young Han,71,CM,CDM,,,Korea Republic,Gangwon FC,silver non-rare,61,64,64,64,67,71,66,66,71,68,68,68,68,68
5111,Andreas Hansen,71,GK,,,,Denmark,FC Nordsjaelland,silver rare,,,,,,,,,,,,,,
5112,Jesper Hansen,71,GK,,,,Denmark,AGF,silver non-rare,,,,,,,,,,,,,,
5113,Jens Petter Hauge,71,LM,RM,LW,,Norway,Frankfurt,silver non-rare,67,71,71,70,70,65,70,70,54,48,54,57,54,57
5114,Isaac Hayden,71,CDM,CM,,,England,Newcastle Utd,silver rare,63,61,61,64,65,68,62,62,70,71,65,65,65,65
5115,Dominique Heintz,71,CB,,,,Germany,Union Berlin,silver non-rare,52,54,54,54,57,63,57,57,69,71,66,65,66,65
5116,Michal Helik,71,CB,,,,Poland,Huddersfield,silver non-rare,60,54,54,56,54,57,55,55,65,71,65,63,65,63
5117,Markus Henriksen,71,CB,CDM,CM,,Norway,Rosenborg BK,silver non-rare,67,64,64,65,65,69,65,65,71,71,67,67,67,67
5118,Valentin Henry,71,RB,RWB,,,France,SM Caen,silver non-rare,65,68,68,65,66,65,68,68,66,65,69,69,69,69
5119,Onel Hernandez,71,LM,LW,,,Cuba,Norwich,silver rare,69,71,71,71,69,62,70,70,51,48,50,53,50,53
5120,Edwin Herrera,71,LB,RB,LWB,,Colombia,Junior,sudamericana,58,63,63,60,61,61,65,65,64,63,69,69,69,69
5121,Patrick Herrmann,71,RM,RW,,,Germany,M'gladbach,silver rare,69,71,71,70,70,65,70,70,53,46,54,57,54,57
5122,Elvira Herzog,71,GK,,,,Switzerland,RB Leipzig,silver rare,,,,,,,,,,,,,,
5123,Fredy Hinestroza,71,LM,RM,LW,,Colombia,Junior,sudamericana,68,70,70,69,69,65,70,70,57,54,60,62,60,62
5124,Andrew Hjulsager,71,CAM,CM,CF,,Denmark,KAA Gent,silver non-rare,68,71,71,71,71,70,71,71,68,64,67,68,67,68
5125,Marie Hobinger,71,CM,,,,Austria,Liverpool,silver non-rare,65,69,69,69,70,71,69,69,68,65,66,67,66,67
5126,Andre Hoffmann,71,CB,,,,Germany,Dusseldorf,silver non-rare,54,52,52,54,55,60,55,55,67,71,64,62,64,62
5127,Alejandro Hohberg,71,LW,LM,RW,,Peru,Sporting Cristal,libertadores_b,67,71,71,70,70,65,70,70,52,44,51,55,51,55
5128,Ryan Hollingshead,71,RB,RWB,LB,,United States,LAFC,silver non-rare,67,65,65,67,67,70,67,67,71,71,69,69,69,69
5129,Rebecca Holloway,71,LB,CB,LWB,,Northern Ireland,Rac. Louisville,silver rare,52,60,60,57,60,63,62,62,66,65,69,69,69,69
5130,Sebastian Holmen,71,CB,,,,Sweden,IF Elfsborg,silver non-rare,50,46,46,47,49,56,49,49,67,71,64,62,64,62
5131,Lewis Holtby,71,CM,CDM,,,Germany,Holstein Kiel,silver rare,66,69,69,69,71,71,70,70,69,64,66,67,66,67
5132,Jeong Ho Hong,71,CB,,,,Korea Republic,Jeonbuk Hyundai,silver non-rare,57,53,53,55,57,61,55,55,67,71,64,61,64,61
5133,Martin Hongla,71,CM,CB,CDM,,Cameroon,Hellas Verona,silver rare,70,70,70,70,71,71,70,70,69,67,67,68,67,68
5134,Tomi Horvat,71,CAM,CM,,,Slovenia,SK Sturm Graz,silver non-rare,66,71,71,70,71,69,71,71,63,56,61,64,61,64
5135,Sascha Horvath,71,CAM,RM,CM,,Austria,LASK,silver rare,67,72,72,71,71,68,72,72,60,52,62,65,62,65
5136,Cedric Hountondji,71,CB,,,,Benin,Angers SCO,silver non-rare,49,47,47,48,49,55,49,49,66,71,62,60,62,60
5137,Michael Hoyos,71,ST,CAM,CF,,Argentina,Independiente DV,libertadores_b,71,71,71,72,71,66,70,70,55,50,53,56,53,56
5138,Ajdin Hrustic,71,CM,RM,CF,,Australia,Hellas Verona,silver rare,67,71,71,70,72,71,71,71,66,60,63,65,63,65
5139,Shaun Hutchinson,71,CB,,,,England,Millwall,silver non-rare,46,45,45,45,46,53,48,48,65,71,63,61,63,61
5140,Jannik Huth,71,GK,,,,Germany,SC Paderborn 07,silver non-rare,,,,,,,,,,,,,,
5141,Rares Ilie,71,LM,CAM,LW,,Romania,Lausanne,silver non-rare,68,71,71,70,70,66,70,70,56,50,56,58,56,58
5142,Samuel Iling-Junior,71,LM,LW,,,England,Juventus,silver rare,64,70,70,68,69,65,70,70,54,46,55,59,55,59
5143,Rofiat Imuran,71,LB,LWB,LW,,Nigeria,Stade de Reims,silver rare,67,71,71,69,69,67,70,70,66,67,69,69,69,69
5144,Bonke Innocent,71,CDM,CM,,,Nigeria,FC Lorient,silver rare,56,59,59,58,60,63,61,61,70,71,66,66,66,66
5145,Fotis Ioannidis,71,ST,CF,,,Greece,Panathinaikos,silver non-rare,71,66,66,69,66,60,65,65,46,42,44,47,44,47
5146,Franco Israel,71,GK,,,,Uruguay,Sporting CP,silver rare,,,,,,,,,,,,,,
5147,Jairo,71,LM,LB,RM,LW,Spain,FC Cartagena,silver rare,67,71,71,69,69,66,70,70,64,62,68,69,68,69
5148,Mato Jajalo,71,CDM,CM,,,Bosnia and Herzegovina,Venezia,silver non-rare,65,65,65,66,67,69,66,66,70,70,67,67,67,67
5149,Sarah Jankovska,71,CDM,CM,,,Denmark,Dijon FCO,silver non-rare,64,67,67,67,68,70,69,69,70,67,68,69,68,69
5150,Emma Jansson,71,CM,,,,Sweden,FC Rosengard,silver non-rare,66,69,69,70,71,71,70,70,66,63,64,65,64,65
5151,Tony Jantschke,71,CB,RB,,,Germany,M'gladbach,silver rare,54,57,57,56,58,63,59,59,70,71,68,67,68,67
5152,Ardon Jashari,71,CDM,CM,,,Switzerland,FC Luzern,silver rare,65,67,67,67,68,70,68,68,70,67,67,68,67,68
5153,Bakery Jatta,71,RW,RM,,,Gambia,Hamburger SV,silver rare,70,71,71,71,70,65,72,72,55,51,56,59,56,59
5154,Elias Jelert,71,RB,RWB,LB,,Denmark,F.C. Kobenhavn,silver rare,63,68,68,66,66,65,69,69,67,65,69,70,69,70
5155,Fredrik Jensen,71,CAM,RM,LM,,Finland,FC Augsburg,silver non-rare,70,71,71,71,71,67,70,70,61,59,61,62,61,62
5156,Tae Wook Jeong,71,CB,CDM,,,Korea Republic,Jeonbuk Hyundai,silver rare,51,46,46,49,48,54,49,49,64,71,60,57,60,57
5157,Seung Hyun Jeong,71,CB,,,,Korea Republic,Ulsan Hyundai,silver non-rare,49,44,44,47,48,56,48,48,67,71,63,60,63,60
5158,Alexander Jeremejeff,71,ST,CF,,,Sweden,Panathinaikos,silver non-rare,71,66,66,69,67,61,66,66,47,44,46,48,46,48
5159,Viktor Johansson,71,GK,,,,Sweden,Rotherham Utd,silver rare,,,,,,,,,,,,,,
5160,Marco John,71,LWB,LB,LM,,Germany,TSG Hoffenheim,silver rare,59,66,66,64,66,67,68,68,67,61,68,69,68,69
5161,Lasse Berg Johnsen,71,CDM,CM,,,Norway,Malmo FF,silver non-rare,61,63,63,63,65,67,65,65,70,67,68,68,68,68
5162,Erik Jorgens de Menezes,71,LB,LWB,,,Brazil,Al Ain FC,silver rare,62,68,68,65,66,66,69,69,67,66,69,70,69,70
5163,Sebastian Jorgensen,71,RM,LM,RW,,Denmark,Malmo FF,silver non-rare,64,69,69,68,68,63,70,70,49,37,49,54,49,54
5164,Dejan Joveljic,71,ST,CF,,,Serbia,LA Galaxy,silver non-rare,71,70,70,70,70,64,69,69,52,48,51,54,51,54
5165,Lago Junior,71,LM,RM,CF,LW,Cote d,R. Racing Club,silver rare,69,70,70,70,69,61,70,70,50,44,50,54,50,54
5166,Matej Jurasek,71,LW,LM,RW,,Czech Republic,Slavia Praha,silver rare,68,71,71,70,69,65,70,70,58,54,59,61,59,61
5167,Christian Kabasele,71,CB,,,,Belgium,Udinese,silver non-rare,59,55,55,56,55,58,57,57,66,71,65,64,65,64
5168,Damian Kadzior,71,RM,LM,CF,RW,Poland,Piast Gliwice,silver rare,68,70,70,69,69,66,70,70,59,54,60,62,60,62
5169,Marcin Kaminski,71,CB,,,,Poland,FC Schalke 04,silver non-rare,63,59,59,61,61,65,60,60,69,71,65,64,65,64
5170,Ismael Kandouss,71,CB,,,,Morocco,KAA Gent,silver non-rare,49,48,48,49,50,56,52,52,67,71,64,62,64,62
5171,Mohammed Kanno,71,CM,CDM,,,Saudi Arabia,Al Hilal,silver non-rare,70,70,70,70,71,71,71,71,70,69,68,69,68,69
5172,Adam Karabec,71,LW,LM,CAM,RW,Czech Republic,Sparta Praha,silver non-rare,67,71,71,70,71,66,71,71,54,46,53,56,53,56
5173,Jelena Karlicic,71,RM,RW,,,Montenegro,Bordeaux,silver non-rare,67,71,71,70,71,66,70,70,54,47,54,56,54,56
5174,Mikkel Kaufmann,71,ST,CF,,,Denmark,Union Berlin,silver rare,71,68,68,69,66,58,66,66,45,42,47,49,47,49
5175,Hayao Kawabe,71,CM,CAM,,,Japan,Standard Liege,silver rare,70,72,72,72,72,71,73,73,70,66,71,72,71,72
5176,Joris Kayembe,71,LB,CB,LWB,LM,Congo DR,KRC Genk,silver non-rare,68,71,71,70,71,70,72,72,67,65,69,70,69,70
5177,Edo Kayembe,71,CDM,CM,,,Congo DR,Watford,silver non-rare,65,65,65,66,67,69,66,66,70,69,67,68,67,68
5178,Will Keane,71,ST,CAM,CF,LW,Republic of Ireland,Preston,silver rare,71,68,68,70,70,68,68,68,59,56,56,58,56,58
5179,Yannik Keitel,71,CDM,CM,,,Germany,SC Freiburg,silver non-rare,60,61,61,61,63,66,63,63,70,71,67,66,67,66
5180,Olivier Kemen,71,CM,CDM,CAM,,Cameroon,Kayserispor,silver rare,70,70,70,70,71,71,70,70,71,70,70,70,70,70
5181,Tobias Kempe,71,CM,CAM,,,Germany,SV Darmstadt 98,silver rare,68,71,71,71,72,71,71,71,65,59,62,65,62,65
5182,Sam Kerr,71,CM,,,,Scotland,FC Bayern Munchen,silver rare,67,70,70,71,71,71,70,70,65,58,61,64,61,64
5183,Henry Kessler,71,CB,,,,United States,New England,silver non-rare,48,47,47,47,50,57,51,51,68,71,64,62,64,62
5184,Dae Won Kim,71,LW,LM,ST,,Korea Republic,Gangwon FC,silver rare,68,71,71,70,70,63,71,71,50,43,50,54,50,54
5185,Jin Su Kim,71,LB,LWB,,,Korea Republic,Jeonbuk Hyundai,silver rare,58,64,64,61,62,63,66,66,65,66,69,69,69,69
5186,David Kinsombi,71,RM,CDM,CM,RW,Germany,SC Paderborn 07,silver rare,69,69,69,70,71,71,70,70,69,67,67,67,67,67
5187,Otar Kiteishvili,71,CAM,,,,Georgia,SK Sturm Graz,silver non-rare,67,71,71,70,71,71,71,71,69,65,68,69,68,69
5188,Sonny Kittel,71,CF,CM,ST,LW,Germany,Rakow,silver rare,67,72,72,71,72,68,72,72,53,41,50,55,50,55
5189,Felix Klaus,71,RM,LM,RW,,Germany,Dusseldorf,silver non-rare,67,71,71,70,70,63,70,70,54,50,55,58,55,58
5190,Laszlo Kleinheisler,71,CAM,CM,,,Hungary,Panathinaikos,silver rare,68,71,71,70,71,69,71,71,68,64,66,68,66,68
5191,Jan Kliment,71,ST,CF,,,Czech Republic,Viktoria Plzen,silver non-rare,71,69,69,70,68,62,67,67,50,47,48,51,48,51
5192,Bautista Kociubinski,71,CDM,CB,CM,,Argentina,Atletico Tucuman,silver non-rare,56,58,58,58,60,65,60,60,70,67,66,66,66,66
5193,Markus Kolke,71,GK,,,,Germany,Hansa Rostock,silver non-rare,,,,,,,,,,,,,,
5194,Juan Cruz Komar,71,CB,,,,Argentina,Rosario Central,silver non-rare,52,49,49,50,52,57,52,52,68,71,65,63,65,63
5195,Giannis Kotsiras,71,RB,RWB,,,Greece,Panathinaikos,silver non-rare,61,68,68,65,67,67,70,70,68,65,69,70,69,70
5196,Koffi Kouao,71,RB,RWB,,,Cote d,FC Metz,silver non-rare,55,61,61,58,58,59,63,63,66,67,69,70,69,70
5197,Kristin Krammer,71,GK,,,,Austria,1. FC Nurnberg,silver non-rare,,,,,,,,,,,,,,
5198,Anton Krivotsyuk,71,CB,LB,LWB,,Azerbaijan,Daejeon Citizen,silver rare,55,56,56,54,54,56,58,58,65,71,68,67,68,67
5199,Kathrine Kuhl,71,CM,CF,,,Denmark,Arsenal,silver non-rare,62,66,66,67,70,71,67,67,68,63,62,63,62,63
5200,Nicolas Kuhn,71,RM,RW,,,Germany,SK Rapid Wien,silver rare,65,72,72,69,69,61,70,70,45,37,48,52,48,52
5201,Alfredo Kulembe Ribeiro,71,CM,CDM,CAM,,Angola,Antalyaspor,silver rare,67,72,72,72,73,71,72,72,68,62,68,70,68,70
5202,Sael Kumbedi,71,RB,RWB,,,France,OL,silver rare,57,66,66,63,64,64,67,67,66,65,69,69,69,69
5203,Solomon Kverkvelia,71,CB,,,,Georgia,Al Okhdood,silver rare,48,44,44,45,47,54,49,49,67,71,66,63,66,63
5204,Roman Kvet,71,CAM,CDM,,,Czech Republic,Sivasspor,silver rare,69,71,71,71,71,69,71,71,66,62,65,67,65,67
5205,Konstantinos Laifis,71,CB,,,,Cyprus,Standard Liege,silver non-rare,64,63,63,64,64,68,65,65,71,71,69,69,69,69
5206,Ethan Laird,71,RB,RWB,,,England,Birmingham City,silver rare,65,69,69,68,68,66,69,69,67,68,69,69,69,69
5207,Sam Lammers,71,CF,CAM,ST,,Holland,Rangers,silver non-rare,71,70,70,71,70,63,68,68,50,46,49,52,49,52
5208,Johan Larsson,71,RB,RWB,,,Sweden,IF Elfsborg,silver non-rare,66,68,68,68,68,69,70,70,69,66,69,70,69,70
5209,Richie Laryea,71,RB,RWB,LB,,Canada,Whitecaps FC,silver rare,67,71,71,70,69,68,71,71,68,66,69,70,69,70
5210,Kevin Lasagna,71,CF,ST,,,Italy,Karagumruk SK,silver rare,72,71,71,71,69,64,70,70,53,49,54,57,54,57
5211,Sandro Lauper,71,CDM,CB,CM,,Switzerland,BSC Young Boys,silver rare,68,68,68,69,69,70,68,68,70,70,70,69,70,69
5212,Amor Layouni,71,RW,RM,LW,,Tunisia,BK Hacken,silver rare,70,71,71,71,69,64,70,70,56,52,56,58,56,58
5213,Tim Leibold,71,LB,LWB,LM,,Germany,Sporting KC,silver non-rare,64,69,69,67,68,68,70,70,68,66,69,70,69,70
5214,Alvaro Lemos Collazo,71,RB,RWB,RM,,Spain,UD Las Palmas,silver rare,67,68,68,67,67,66,69,69,66,66,69,69,69,69
5215,Timo Letschert,71,CB,,,,Holland,GwangJu FC,silver non-rare,59,57,57,57,58,61,57,57,67,71,64,63,64,63
5216,Jamal Lewis,71,LB,LWB,,,Northern Ireland,Watford,silver non-rare,64,68,68,66,66,66,68,68,68,68,69,69,69,69
5217,Gaston Lezcano,71,RM,RW,,,Argentina,Cobresal,sudamericana,70,71,71,71,70,63,70,70,47,41,47,51,47,51
5218,Jeremy Livolant,71,LM,RM,ST,LW,France,Bordeaux,silver non-rare,68,71,71,70,70,67,70,70,63,60,65,66,65,66
5219,Robert Ljubicic,71,CM,LB,CDM,,Croatia,Dinamo Zagreb,silver non-rare,65,69,69,68,70,71,70,70,70,67,69,70,69,70
5220,Danny Loader,71,ST,CAM,CF,RW,England,FC Porto,silver rare,71,72,72,73,71,63,70,70,47,40,46,50,46,50
5221,Marius Lode,71,CB,,,,Norway,FK Bodo,silver rare,58,60,60,59,60,64,63,63,70,71,70,69,70,69
5222,Gaston Lodico,71,LM,CM,CAM,LW,Argentina,Instituto,silver non-rare,63,69,69,68,70,69,70,70,64,57,63,65,63,65
5223,Aaron Long,71,CB,,,,United States,LAFC,silver rare,57,57,57,57,58,61,60,60,67,71,66,64,66,64
5224,Carlos Eduardo Lopes Cruz,71,RB,RWB,RM,,Brazil,Viktoria Plzen,silver non-rare,67,70,70,69,70,69,70,70,68,66,69,69,69,69
5225,Ricardo Lopes Pereira,71,ST,LM,CF,LW,Brazil,Suwon FC,silver non-rare,71,71,71,71,70,64,70,70,54,49,53,56,53,56
5226,Lisandro Lopez,71,ST,CAM,CF,LW,Argentina,Sarmiento,silver rare,71,69,69,71,70,68,68,68,61,58,58,59,58,59
5227,Renzo Lopez,71,ST,CF,,,Uruguay,Tigre,sudamericana,71,64,64,68,65,60,63,63,48,45,44,46,44,46
5228,Matteo Lovato,71,CB,,,,Italy,Salernitana,silver non-rare,50,52,52,52,54,57,55,55,67,71,66,65,66,65
5229,Nilson Loyola,71,LB,LWB,LM,,Peru,Sporting Cristal,libertadores_b,59,61,61,59,58,58,62,62,62,64,69,69,69,69
5230,Silviu Lung,71,GK,,,,Romania,Politehnica Iasi,silver non-rare,,,,,,,,,,,,,,
5231,Arnaud Lusamba,71,CM,CDM,,,Congo DR,Pendikspor,silver non-rare,68,71,71,70,71,71,72,72,68,65,69,70,69,70
5232,Francis Mac Allister,71,CDM,CM,,,Argentina,Rosario Central,silver non-rare,59,63,63,64,67,68,65,65,70,69,67,66,67,66
5233,Ramiro Macagno,71,GK,,,,Argentina,Platense,silver non-rare,,,,,,,,,,,,,,
5234,Koki Machida,71,CB,,,,Japan,R. Union St.,silver rare,56,53,53,54,55,59,56,56,67,71,67,65,67,65
5235,Jose Machin,71,CM,,,,Equatorial Guinea,Monza,silver non-rare,67,69,69,70,71,71,70,70,67,62,64,65,64,65
5236,Vitolo,71,LM,ST,LW,,Spain,Atletico de Madrid,silver rare,71,71,71,71,71,66,70,70,55,50,52,55,52,55
5237,Savannah Madden,71,GK,,,,United States,Houston Dash,silver rare,,,,,,,,,,,,,,
5238,Mads Emil Madsen,71,CM,CDM,,,Denmark,AGF,silver non-rare,66,68,68,68,69,71,70,70,71,69,69,69,69,69
5239,Tiago Magalhaes de Sa,71,GK,,,,Portugal,SC Braga,silver non-rare,,,,,,,,,,,,,,
5240,Ena Mahmutovic,71,GK,,,,Germany,MSV Duisburg,silver rare,,,,,,,,,,,,,,
5241,Jonatan Maidana,71,CB,,,,Argentina,River Plate,libertadores_b,51,49,49,50,53,59,52,52,67,71,61,59,61,59
5242,Habib Maiga,71,CDM,CM,,,Cote d,FC Metz,silver rare,63,63,63,64,65,68,65,65,70,71,67,67,67,67
5243,Robert Mak,71,LW,RM,LM,,Slovakia,Sydney FC,silver rare,69,71,71,70,70,63,68,68,53,49,52,55,52,55
5244,Antoine Makoumbou,71,CDM,CM,,,Congo,Cagliari,silver rare,63,67,67,66,67,68,68,68,70,69,69,70,69,70
5245,Lennard Maloney,71,CDM,CB,,,Germany,Heidenheim,silver rare,55,55,55,54,56,61,58,58,70,72,68,67,68,67
5246,Lucas Mancinelli,71,LW,LM,RW,ST,Argentina,Dep. Cuenca,sudamericana,71,71,71,71,71,69,70,70,63,60,63,64,63,64
5247,Million Manhoef,71,RM,LM,RW,,Holland,Vitesse,silver rare,67,70,70,69,68,67,70,70,66,64,67,69,67,69
5248,Braydon Manu,71,ST,RM,LM,CF,Ghana,SV Darmstadt 98,silver rare,71,74,74,73,72,66,73,73,56,50,56,58,56,58
5249,Gonzalo Marinelli,71,GK,,,,Argentina,Tigre,sudamericana,,,,,,,,,,,,,,
5250,Agustin Martegani,71,CAM,CM,RW,,Argentina,Salernitana,silver rare,67,70,70,70,71,68,69,69,61,55,60,62,60,62
5251,Marina Marti Serna,71,RW,RM,ST,,Spain,Valencia CF,silver non-rare,68,71,71,70,70,65,70,70,55,49,53,57,53,57
5252,Mauricio Martinez,71,CDM,CB,CM,,Argentina,LDU Quito,sudamericana,66,65,65,68,68,70,66,66,70,69,65,65,65,65
5253,Fidel Martinez,71,RM,LM,CF,RW,Ecuador,Barcelona SC,libertadores_b,70,71,71,70,69,64,70,70,52,47,53,56,53,56
5254,Damian Martinez,71,RB,RWB,,,Argentina,Rosario Central,silver non-rare,67,69,69,68,68,67,69,69,68,68,69,70,69,70
5255,Thiago Martins Bueno,71,CB,,,,Brazil,New York City FC,silver rare,56,54,54,55,56,61,58,58,69,71,68,66,68,66
5256,Pedro Santos,71,LB,LWB,RM,LM,Portugal,D.C. United,silver rare,68,70,70,70,70,70,71,71,69,67,69,70,69,70
5257,Gaston Martirena,71,RB,RWB,,,Uruguay,Racing Club,libertadores_b,64,68,68,67,67,67,69,69,66,63,69,70,69,70
5258,Emmanuel Mas,71,LB,LWB,,,Argentina,Estudiantes,sudamericana,66,67,67,67,68,67,67,67,68,70,69,68,69,68
5259,Andrea Masiello,71,CB,,,,Italy,Sudtirol,silver rare,49,47,47,48,49,56,50,50,67,71,63,62,63,62
5260,Rabbi Matondo,71,LW,LM,ST,,Wales,Rangers,silver rare,66,71,71,69,69,62,70,70,51,45,55,57,55,57
5261,Andreas Maxso,71,CB,,,,Denmark,Colorado Rapids,silver rare,55,51,51,53,53,60,54,54,68,71,64,62,64,62
5262,Youssef Maziz,71,CAM,CM,LM,,France,OH Leuven,silver rare,66,71,71,70,71,68,71,71,55,45,52,56,52,56
5263,Olivia Mbala,71,CB,,,,Canada,LOSC Lille,silver non-rare,50,49,49,50,50,54,52,52,64,71,63,62,63,62
5264,Nathanael Mbuku,71,CF,RM,CAM,ST,France,FC Augsburg,silver rare,67,72,72,71,72,66,71,71,53,45,53,56,53,56
5265,Phoebe McClernon,71,CB,RB,,,United States,OL Reign,silver rare,54,55,55,55,57,61,56,56,68,71,66,64,66,64
5266,Kyle McFadzean,71,CB,,,,England,Coventry City,silver non-rare,48,43,43,47,49,57,47,47,67,71,59,57,59,57
5267,Luke McNally,71,CB,,,,Republic of Ireland,Stoke City,silver non-rare,51,51,51,51,53,59,55,55,68,71,64,63,64,63
5268,Danny McNamara,71,RB,RWB,,,Republic of Ireland,Millwall,silver non-rare,57,63,63,60,61,62,65,65,66,66,69,69,69,69
5269,Maicol Medina,71,CDM,CM,,,Colombia,Dep. Pereira,libertadores_b,60,63,63,63,65,68,64,64,70,66,67,67,67,67
5270,Jan Mejdr,71,RWB,RB,RM,,Czech Republic,Sparta Praha,silver rare,60,60,60,59,58,59,62,62,66,70,69,69,69,69
5271,Jeremy Mellot,71,RB,RWB,LB,,France,CD Tenerife,silver rare,58,61,61,58,59,60,63,63,66,67,69,69,69,69
5272,Yorleys Mena,71,ST,CF,,,Colombia,UCV,sudamericana,71,65,65,67,63,56,62,62,45,45,46,48,46,48
5273,Houboulang Mendes,71,RB,RWB,CB,,Guinea,UD Almeria,silver non-rare,58,60,60,58,59,61,62,62,67,71,69,68,69,68
5274,Hernan Menosse,71,CB,,,,Uruguay,Penarol,sudamericana,48,39,39,42,40,45,40,40,60,71,59,55,59,55
5275,Jonathan Mensah,71,CB,,,,Ghana,SJ Earthquakes,silver rare,54,51,51,52,53,60,54,54,69,71,66,64,66,64
5276,Bernard Mensah,71,CM,CAM,,,Ghana,Al Tai,silver rare,70,72,72,72,72,71,71,71,67,64,65,66,65,66
5277,Chris Mepham,71,CB,,,,Wales,AFC Bournemouth,silver non-rare,53,52,52,53,55,60,55,55,68,71,65,63,65,63
